source_index,word,category,meaning
15377,waraanni bilisummaa oromoo&gudeeddan,暴力恐怖,奥罗莫解放军及其恐怖行为
15380,waraana&banee,暴力恐怖,开战，发动战争
15384,警察杀害奥罗莫人&参与haacaaluu谋杀,涉政,指控警官Nugusee Gurmeessaa杀害奥罗莫人并参与谋杀歌手Haacaaluu Hundeessaa
15389,ijoollee wallaalaa ajjeesuun & shanee ajjeessine,涉政,对阿比·艾哈迈德杀害五名无辜儿童的虚假指控
15391,oromo&marati&buqqisan,涉敏,奥罗莫人与强迫驱逐
15399,farreen oromoo & rasaasa ajjeesani,涉敏,敌人奥罗莫人互相枪杀，涉及民族冲突的暴力描述
15402,oromoo dammaqi diina mana dhufee si ajjeesu irratti,暴力恐怖,奥罗莫人觉醒，敌人会来你家杀你
15405,ummanni oromoo jumlaani ka dhumaa&haqa ummataa irra dibaa,涉敏,对奥罗莫人民的诽谤和对正义的践踏
15406,waraana&bilisummaa&oromoo,涉政,奥罗莫自由战争（奥罗莫族的独立或自治武装斗争）
15407,waraana&tarkaanfii,暴力恐怖,战争和进攻
15410,ajjeesiisa&dhiigni qulqulloota,暴力恐怖,杀害和血债言论，煽动暴力
15416,sochii diina & waraanni,涉敏,敌人行动和军队路线信息
15420,oromo liberation army,暴力恐怖,奥罗莫解放军，埃塞俄比亚的武装组织，被部分国家认定为恐怖组织
15420,waraana&pp&haleelee,暴力恐怖,攻击政府军/警察
15428,#oromoliberationarmy,暴力恐怖,奥罗莫解放军，一个被认定为恐怖组织的民族武装团体
15428,kassa,暴力恐怖,阿姆哈拉语意为起义/解放，在此语境下煽动暴力抵抗
15432,hattuu&shallee,涉敏,小偷和污秽，是对阿拉伯人的侮辱性称呼
15433,essattuu gootummaan oromiyaa&diina giggiksaa daguugaa haxaawaa qulqulleessaa,暴力恐怖,奥罗莫解放军&清理敌人有毒垃圾（煽动暴力清除敌对的表述）
15436,qabsoon ati eegalte& bilisummaan ni xumurama,暴力恐怖,你开始的行动会结束自由（煽动暴力和颠覆）
15437,siin ajjeesee,暴力恐怖,杀了你（对特定对象的死亡威胁）
15437,ajjeesise,暴力恐怖,指使杀人（煽动他人实施暴力）
15440,waraana&pptti&bakakkaa&buusee,暴力恐怖,对PP组织发动爆炸袭击
15440,viva&w3o,涉政,支持W3O组织（可能为武装团体）的口号
15442,meeshaa gurguddaa & zu-23 morteerafi baazuqaan,暴力恐怖,大型武器包括Zu-23迫击炮和火箭筒
15447,goraadee&qaraman&si&horfa,暴力恐怖,用锋利的刀砍你
15451,waraana bilisumaa oromoo,涉政,奥罗莫解放军队（分离武装组织）
15453,diina ifirraa&dhoowwina,暴力恐怖,敌人和战斗
15456,duula sanyii duguuggaa oromoo irratti,涉政,对奥罗莫人的灭绝战争
15456,hojii dabaa dhaabbadhaa,暴力恐怖,停止过度工作（暗示罢工或抵抗）
15458,hattoota & nuklariinis,暴力恐怖,使用侮辱性称呼（贼）和核武器威胁进行恐吓
15464,habshaa&gantuu,涉敏,对哈贝沙族（埃塞俄比亚民族）的侮辱性称呼，意为'背叛的哈贝沙'
15466,goota oduu akkanaa,涉敏,传播假新闻
15467,hidhattu&diina waatwachiisuu,暴力恐怖,绑架并使敌人被监禁
15470,duultu farra,暴力恐怖,煽动攻击敌人的暴力言论
15471,duulli jibbinsaa & mootummaa,涉政,针对Jawar的诋毁运动由政府发起
15471,bilisummaa oromoo,涉敏,奥罗莫解放运动
15473,dhiigaa&ilimaan&oromoo,涉敏,奥罗莫孩子的血（民族煽动性言论）
15473,summii&sitti&haa&ta'u,暴力恐怖,愿毒在你身上（暴力诅咒威胁）
15475,qabeenyaa uummata saame & bansiise,涉敏,用盗窃的公共财产开设银行
15477,waraana & bilisummaa & oromoo,暴力恐怖,奥罗莫解放军队，暗示武装分裂组织
15480,oromoliberationarmy,涉政,奥罗莫解放军队（一个武装组织）
15481,diina oromoo,涉政,奥罗莫的敌人，煽动民族仇恨
15481,waraana pp,暴力恐怖,PP的战争，暗示暴力冲突
15484,waraanni bilisummaa oromoo,涉政,奥罗莫解放阵线，一个主张奥罗莫地区独立的武装组织
15487,saba bicuuf,涉敏,毕丘族，文本中对其进行了威胁性攻击
15487,cunqursa jala bahuf falmaa & qawweetti,暴力恐怖,用武器为摆脱压迫而斗争
15487,adda bilisummaa agawu(alf),涉政,阿加武解放阵线，分裂主义组织
15489,baga gammaddanii kan hin ergine,涉敏,索马里语中表示'不欢迎，不会派遣'的侮辱性表达
15489,fano,暴力恐怖,埃塞俄比亚法诺民兵组织，可能关联暴力冲突
15496,qawwee,违法,枪支（武器）
15499,diina&oromoo,涉敏,奥罗莫人的敌人
15509,waraanni biliisummaa oromoo & wbo,涉政,奥罗莫解放军，一个被南非视为分裂组织的武装团体
15512,waraana bilisummaa oromoo,暴力恐怖,奥罗莫解放战争
15513,waraanii&abo&wbo,暴力恐怖,战争、ABO武装组织、WBO武装组织，煽动暴力攻击
15514,#fannoamharatheterrorist,涉敏,将阿姆哈拉人称为恐怖分子的标签
15515,wal&tufsiisna,涉敏,互相吐痰，侮辱性行为
15519,ajjeesaa badhaatee&dhagaa nama seeti,暴力恐怖,赞美杀害并用石头打人
15527,dhiiga ebboo fi hacee dhuge,暴力恐怖,喝Ebboo和Hacee的血，煽动暴力攻击
15530,wbo&konkolaataa&weerartuu,涉政,WBO（奥罗莫解放阵线）攻击车辆
15531,w3on & weerartuu & mana ummataa gubuun & daa'ima ajjeesuu,暴力恐怖,W3O袭击小组烧毁公共房屋并杀害儿童
15534,oduu&wbo&waraana 300 ol ajesu,暴力恐怖,奥罗莫武装组织声称杀死300多名士兵，宣扬暴力行为
15535,diina uummata oromooti,涉政,奥罗莫人民的敌人，煽动群体仇恨
15535,qawwee hikkadhu,暴力恐怖,持武器，暗示暴力行动
15536,hiddaan&buqqisuu,暴力恐怖,彻底消灭敌人（指根除）
15538,ajjeessee&of wareege,暴力恐怖,杀害敌人后自杀
15539,oromoon & #walabummaaf,涉政,奥罗莫人为自由而战，暗示民族独立或分离主义
15541,loltuu&diinni&fincaan,暴力恐怖,战士、敌人、反叛
15542,habashaa&of jalaa qaban,涉敏,压迫阿比西尼亚人
15543,goota oromoo nyaattu,涉敏,对奥罗莫英雄的侮辱性描述‘吞食’
15551,abbaa kee ajjeese,暴力恐怖,杀死你父亲
15551,fumaa saree keetii baasii,低俗色情,拿出你的狗屎
15552,opdo&欺骗&杀害&奥罗莫人,涉政,奥罗莫人民民主组织被指控欺骗并杀害奥罗莫人，导致其受外国人奴役
15554,hattuu&comina,涉敏,在奥罗莫语中意指小偷和贪婪，用于侮辱他人
15555,afuuftuu&garaa&shiroo,涉敏,对奥罗莫人的贬义称呼或侮辱性短语
15556,saree,价值观,狗（侮辱性称呼）
15556,gara awwaalaatti gad bu'i,暴力恐怖,下到坟墓里（死亡威胁）
15559,wayyaaneen&diina ummata oromiyaa,涉敏,Wayyaaneen是奥罗莫人民的敌人
15560,wayyaaneen&diina&ummata oromiyaa,涉敏,将奥罗米亚人民整体称为敌人的仇恨表述
15562,finxaaleyyii&humni weerartuu&weeraruun rashanuu,暴力恐怖,恐怖组织和攻击力量继续袭击
15567,ajooytuu,低俗色情,妓女（侮辱性称呼）
15567,mana jiilchaa,低俗色情,妓院
15571,qeerroo bilisummaa oromoo,涉政,奥罗莫解放阵线，一个分离主义武装组织
15571,diina aleeluun,暴力恐怖,敌人攻击，煽动暴力对抗
15577,billisuumman&dhiigaan&dhufa,暴力恐怖,自由通过鲜血到来（暗示暴力革命）
15580,quncee&baadhaste,低俗色情,暴露女性生殖器的行为
15583,ija badee&ija balleessina,暴力恐怖,以眼还眼，煽动暴力报复的奥罗莫语短语
15583,oromoon&hammataadha&ajjeechaa,涉敏,针对Oromo人的污名化指控和杀戮行为描述，涉及民族仇恨
15585,taate&doofaa,涉敏,愚蠢的Taate（侮辱性称呼）
15593,waraana bilisummaa oromoo&tumsa,暴力恐怖,支持奥罗莫解放军武装斗争
15597,haraamuu arisii,违法,非法侵占（土地）
15597,gumaan kichootaa,违法,收受钱财（款项）
15598,gowwaadha omaa hin beeku & ilmaan habashaatif dalagdi,涉敏,愚蠢不知母亲，为哈巴夏人工作（对奥罗莫人的侮辱）
15598,maallaqaan bitti yoo dide ni ajjeesisti,暴力恐怖,如果拒绝用金钱贿赂则杀
15599,kiristaanummaa&oromoorratti duulan,宗教,基督教对奥罗莫人进行屠杀
15608,qabsoo&loltoota bilisummaa&wbo,暴力恐怖,号召加入武装斗争组织，鼓励暴力行动
15612,oromoliberationarmy,涉政,奥罗莫解放军，一个被认定为分裂主义的武装组织
15613,habashatiin&oromo,涉敏,指阿比西尼亚人与奥罗莫人，文本中贬低奥罗莫人
15619,worri humna qabna&mana mana guure,暴力恐怖,我们拥有力量，挨家挨户（攻击）
15620,faggeessitu&qolachuuf,暴力恐怖,抓捕异见者/反对派人士
15633,diina rukutuudha&ułee qabu,暴力恐怖,打击敌人并持有棍棒，煽动暴力
15636,杀死奥罗莫人&加入政府军,暴力恐怖,煽动对奥罗莫人实施暴力以及加入政府军进行杀戮
15637,gootichi waraana bilisummaa oromoo&adaba tolchuu,暴力恐怖,奥罗莫解放阵线战士惩罚入侵者
15643,oromiyan biyya,涉政,主张奥罗米亚地区独立
15647,#fannoamharatheterrorist,涉敏,标签意为“阿姆哈拉恐怖分子”，对民族群体进行污名化
15647,#amaaraa&tuffii guddaadha,涉敏,意为“阿姆哈拉是极大的侮辱”，直接辱骂民族群体
15647,lafar raa&fixuuf sochoo'uu,暴力恐怖,意为“为从地面消灭而行动”，煽动种族灭绝式暴力
15651,dhukaasee & biyyaa baasa,暴力恐怖,开枪射击并驱逐出境
15653,dhagaa walitti darbachuu & diina keessanitti darbachuu,暴力恐怖,煽动群体互相扔石头并投向敌人，实施暴力行为
15656,oromo liberation army,暴力恐怖,奥罗莫解放军队，一个主张武装斗争的分离主义组织
15659,lootarii,违法,彩票（可能涉及非法博彩）
15662,oromo&liberation&army,暴力恐怖,奥罗莫解放军，一个武装组织
15667,ajjeesu & qabeenya gubuu & lola labsitaa,暴力恐怖,杀害、焚烧财产、发动战争
15667,adabatani mootummaati,涉政,惩罚政府
15669,jeeqaa&hin ba'inaa,违法,声称存在骚乱并指示不要外出
15672,sirna&nama&nyaataa,涉政,人吃人的制度，对政治体制的侮辱性称呼
15677,hacaaluu&galaafate,涉政,声称Hacaaluu被Jawaar Mammad释放，实际已故，构成虚假信息
15678,oroomiyaan&biyya&ixoophi,涉政,奥罗米亚是一个国家
15678,impaayera,涉政,帝国，贬称当前政权
15687,weerartuu&pp,暴力恐怖,攻击PP组织
15688,gantuu&tarkaanfin madalu,暴力恐怖,敌人与踩踏攻击，煽动暴力
15688,bilsummaa oromoo,涉政,奥罗莫自由，民族主义口号
15689,waraana&weerartuu&pp&irratti&fudhachuu,暴力恐怖,对繁荣党（PP）采取攻击行动
15689,qeerroo&bilisummaa&oromoo,暴力恐怖,奥罗莫解放青年组织
15692,qabsoo bilisummaa&cabsanii,暴力恐怖,打破敌人护城河并加入自由斗争，煽动暴力
15695,goleewwaan arfan oromiyaa & diina kokkee,涉敏,奥罗米亚地区的四个群体被视为敌对的鬼怪
15701,waraana&amaartichaa,暴力恐怖,煽动针对阿姆哈拉人的战争
15702,haacalu hundeessa&肉做菜,暴力恐怖,用Haacalu Hundeessa的肉做菜，暗示杀害并侮辱
15707,wallagga&gujii&diina&lolata,涉敏,指奥罗莫地区冲突中的敌对地区与敌人，并号召战斗
15712,haleeli diina&haxaayi biyya baasi,暴力恐怖,攻击敌人并驱逐出国家
15718,stoporomogenocide,涉政,停止奥罗莫种族灭绝（指控性言论）
15718,stopwaronoromia,涉政,停止对奥罗米亚的战争（抗议性标签）
15719,walabummaa&oromo,涉政,奥罗莫独立
15722,oromoon@&duulaan&diina,暴力恐怖,煽动奥罗莫人对敌人发动战争
15726,qawween&impaayeera&cabsaa,暴力恐怖,用枪打破帝国
15729,gootichi&weerartuu&reefa&walirra&tuule,暴力恐怖,英雄袭击者堆积尸体
15730,alaabaa&dhiigde,暴力恐怖,旗帜和流血，暗示暴力行动和破坏
15731,warri amantaa oofaa jiru kiristaana,宗教,指责基督徒领导宗教，煽动宗教仇恨
15731,amantaan oromo qooduu dinnee,宗教,宗教分裂如敌人
15732,oromiyaan&biyya,涉政,奥罗米亚是一个国家，主张奥罗米亚独立
15733,低贱&沟渠水,涉敏,侮辱性比喻，指人比脏水还低贱
15733,痛苦地死掉,涉敏,诅咒他人死亡，构成威胁性言语
15740,addaaggee,涉敏,杂种，对混血或非婚生子的侮辱性称呼
15740,karkarroo,涉敏,骡子，杂交动物的侮辱性比喻
15740,ilmi abbaa hin beekne,涉敏,不知道父亲的孩子，即私生子的侮辱性说法
15741,kukuffiisee&diina,暴力恐怖,杀死敌人（煽动暴力）
15753,oromoo adda qooduu&abiy,涉政,分裂奥罗莫民族并受阿比总理命令
15758,diina&ummata oromoo baasuu,暴力恐怖,清除敌人奥罗莫人民
15758,oromiyaan biyya,涉政,宣称奥罗米亚是一个国家
15762,salphisee&goobanoota,涉敏,贬低并使其成为奴隶
15775,qawwee&furuu,暴力恐怖,使用枪支解决问题，煽动暴力
15781,ergama diinaa & qabsoo oromoo laamsheesuu,涉政,接受敌人使命以削弱奥罗莫斗争
15782,奥罗莫解放军队&武装斗争,暴力恐怖,支持分离主义武装组织的暴力行为
15783,diiguu&ethiopia,涉政,摧毁埃塞俄比亚（煽动分裂国家）
15783,lolan&akka&qeerroo,暴力恐怖,像qeerroo一样战斗（煽动暴力）
15786,lolaa&loltee&diina&nu ajaja,暴力恐怖,号召为土地和权利战斗，命令我们对抗敌人
15787,garbicha&amanamaa&tplf,涉敏,TPLF的忠实奴隶（侮辱性称呼，暗示对TPLF的盲目忠诚）
15793,qabsoo&wolabummaatti,暴力恐怖,自由斗争，指奥罗莫分离主义武装斗争
15793,tufamta,涉政,被唾弃，威胁不参与者的侮辱性词汇
15801,oromo&liberation&army,涉政,奥罗莫解放军，一个主张分裂的武装组织
15801,diina&kolaasuun,暴力恐怖,敌人崩溃，煽动暴力对抗
15803,oromiyaan&dhiigaa&lafee,暴力恐怖,奥罗米亚的血和骨，暗示暴力革命
15803,walabummaa&oromiyaa,涉政,奥罗米亚的自由/独立，可能指向分离主义
15804,saree&ilma&hada,涉敏,狗娘养的（一种侮辱性称呼）
15806,qeerroo&ajjeesuu,暴力恐怖,杀死Qeerroo（奥罗莫青年运动成员）
15814,bilisummaa&oromoo&weerartuu,暴力恐怖,奥罗莫解放阵线的军事攻击
15817,waraana bilisummaa oromoo&weerartuu,暴力恐怖,奥罗莫解放军发动攻击
15819,abo&diina&warra omn,涉政,将ABO（奥罗莫解放阵线）和OMN（奥罗莫媒体网络）成员视为敌人
15821,buqqiftee & aangoo & fudhachuu,暴力恐怖,通过暴力推翻并夺取政权
15825,tarsimoo lola jijjiiruu&ajjeecha,暴力恐怖,改变战争形态和屠杀
15825,abdii murachuu,暴力恐怖,剥夺希望（威胁性表述）
15828,irbaata&rasaasaa,暴力恐怖,子弹的食物（侮辱奥罗莫人为子弹的靶子）
15836,lolatte & of kabachista,暴力恐怖,战斗和自卫，号召武装反抗
15836,sirna & shororkeessa & abiyin & hidhadhu,涉政,阿比政府体系与参与反对
15837,diina&kakaasuu,涉敏,煽动敌意（针对奥罗莫人）
15839,saree & abyi ahmed,涉政,称阿比·艾哈迈德为狗（并侮辱其父亲）
15849,baga rabbi & baase & ilmaan oromoo,涉敏,愿上帝让所有奥罗莫人离开（民族诅咒）
15850,hogganaa siyaasaa & obboleessa ajjeesuun,暴力恐怖,拒绝政治领导权并杀害兄弟
15852,ola&武装斗争&解放奥罗米亚,涉敏,支持奥罗莫解放军通过武装斗争解放奥罗米亚地区
15853,oromoo&duuti&salphaadha,涉敏,奥罗莫人的死亡是廉价的（贬低奥罗莫人生命）
15855,waraa&shaniqilaa,暴力恐怖,战争与战斗，煽动暴力对抗
15855,oromoo tokkummaa dhaabuu,涉政,奥罗莫统一立场，可能用于组织政治行动
15856,saree&masaajida&seente,宗教,狗进入清真寺，侮辱穆斯林的比喻
15856,qaami&diigu,暴力恐怖,身体摧毁，暴力行为
15858,dhiiga oromootin & nyaadhu,暴力恐怖,喝奥罗莫人的血，煽动暴力攻击
15861,isaias afwerk&ajjeesisaa&ummata tigrai fi oromoo,涉敏,指控伊萨亚斯·阿费沃尔基杀害提格雷和奥罗莫人民，煽动民族仇恨
15861,fano&nyaataa,暴力恐怖,指控法诺组织‘吃掉’和平的奥罗莫人，美化极端暴力
15869,abiy ahmed is kirminall killer&oromoo ajjessani,涉政,指控埃塞俄比亚总理阿比·艾哈迈德是杀人犯，并在奥罗米亚地区杀害奥罗莫人
15871,diinaa&diigani,涉敏,摧毁宗教
15871,du'e&caaluudha,暴力恐怖,死亡优于...
15875,nama nyaatu,涉敏,吃人的人（侮辱性词汇）
15875,arrabsaa gootota,暴力恐怖,侮辱英雄（煽动对抵抗英雄的仇恨）
15880,amhara&hidhataniiru,涉敏,对阿姆哈拉人的贬低性描述，暗示其被捆绑受控
15883,oromoo ittiin cabsuuf,涉敏,旨在破坏奥罗莫民族的阴谋
15883,wollii nyaatan gochu,暴力恐怖,互相吃掉的暴力行为
15884,oromoo&biyyeetti&makee&addeessa,涉敏,使奥罗莫国家变成白人/敌人，煽动种族仇恨
15885,harree&diqaalaadh,涉敏,驴和傻子（侮辱性称呼）
15885,dheedi sardoo kee&buusi faandoo kee,涉敏,舔你的膝盖和拉你的屁股（粗俗命令）
15887,diqalaan&diina oromooti,涉敏,狗和奥罗莫的敌人，贬低和攻击奥罗莫群体
15890,strategic ta'an rukutee qabachuun,暴力恐怖,占领战略地点以轻易进入首都
15892,amaarri&diina,涉敏,阿姆哈拉人是敌人，民族仇恨言论
15892,itoophiyaan&ni&diigamti,暴力恐怖,埃塞俄比亚将被摧毁，煽动暴力破坏
15898,dhiiga summii,暴力恐怖,毒血，用于诅咒或威胁对方
15902,doofaa&biyya,涉敏,愚蠢的国籍，侮辱性指向某国家的人
15903,dhiiga&boochisu,暴力恐怖,让你流血，煽动暴力
15904,dhiiga tokko qabaannetti inuma wal gorfannaa,暴力恐怖,有了一滴血就互相鼓励（煽动暴力）
15905,oromoo ajjeesuu,涉敏,杀害奥罗莫人
15906,wesupportolaurl,暴力恐怖,支持奥罗莫解放阵线（武装组织）的标签
15909,sareedhan,涉敏,狗（用作侮辱性称呼）
15915,abbaa&daaraa,价值观,垃圾父亲，对个人的侮辱性称呼
15921,waraana lafoo&daangaa dhippisaa,暴力恐怖,地面部队越境行动
15925,waraana humna dabalataa garas ergaa&lafa sudaan too'atte,暴力恐怖,增派军队占领苏丹领土的虚假冲突新闻
15925,#breaking-news:ethio-sudan itoophiyaan lafa sudaan too'atte deeffachuuf waraana humna dabalataa garas ergaa jiraachuun mirkanaa'eera,涉政,涉及埃塞俄比亚和苏丹领土争端的虚假紧急新闻
15926,wesupportola&ola,涉政,支持奥罗莫解放阵线（武装组织）
15927,farra saba&diinni,涉敏,仇恨民族与敌人，煽动民族仇恨的表述
15929,waraana&buqqasinna,暴力恐怖,煽动对苏丹进行战争并推翻其政权
