Tweet,Class
كلنا صوت الحق كلنا صوت القائد وئام وهاب 	,0
يا معالي الوزير أتمنى أن يحاكم الظالم وإعطاء الحق للمظلوم ولكن تبقى أمنية، لأن ما تبقى لنا في هذا الوطن… 	,0
و شراميط الاعلام	,1
يسعد صباحك يا قائد 	,0
برّي يقعد بالبيت و تبطل حركة أمل ميليشياو…	,0
وئام وهاب كلب جعاري تعريف الكلب الجعاري كلب مشتية علي الدني بعوي وما بعض بتشبقو صرماية ع خلقتو بسير ينوي متل البسين 	,1
وانا اتمنى يا وهاب الكلب عدم توجيه كلامك الى معلمك وليد بيك الأنو الكلاب لي متلك ما بتح… 	,1
ملاحظة صغيرة اذا سمحتي مرمورة	,0
بس الفرق إنه الوزير الملك جبران باسيل ما بيستذكر إلا العمل الصالح لمصلحة الوطن والمواطن والحمدلله ما…	,0
وانت الصادق اسما المخ طارة يا كوكو نارة بدي عزبك شي فحمتين   	,0
العمى طلع معين المرعبي مش عارف انه الشيخ سعد منسق التفاصيل مع جبران باسيل بموضوع النازحين وسوريا	,0
جبران باسيل رئيس اكبر حزب مسيحي يا ريت باقي القيادات بتشتغل قد ربع شغلو انتبه ما تغلط انت وغيرك	,0
خراس يا خنزير	,1
لماذا لم تسلم ال الاصلي الى الجهزة الامنية وراوغت في الموضوع لتعود وتسلمهم من العام من يضل… 	,0
قرطاج تحريف لاتيني ل قرط حدشت ومضيق جبل طارق بالزمانات كان مضيق حملقرت اله الشمس الكنعاني	,0
اذا عاجبينك شفافي تعا خدلك كم بزقة منن بلكي بتزورك البركة حزومي    	,1
السيد حسن نصر الله يشكر الوزير جبران باسيل	,0
بيت الوسط حامي الوحدة اللبنانية ، وكلكن طالبتو بعودة سيد بيت الوسط ليحمي العيش المشترك واذا في شي ملوث هيي النفوس الضعيفة يلي ما تتقبل وجود رئيس حكومة معتدل وقوي ويلي يستقبل بكل دول العالم على انو الرقم واحد بلبنان	,0
من يومهن الشيعة كيوت و اوبن مايندد	,0
طلعت بالأخير سوريا مشاركة بالقمة العربية في بيروت عن طريق وزير خارجيتها جبران باسيل اللذي عرف عنه رغبته بوضع لوحة جلاء الجيش ا…	,0
قال لي شاعر لو أن السياسيين نساء لكن 	,0
اوقات بحسسنا جبران باسيل انو هو اول انسان هبط على سطح القمر بدعم من العهد الجديد القوي لبنان	,0
يا حوينة الطيارين الروسيين راحوا فرق عملة	,0
عن اي فاسدين ليش ما بيفصح فساد حلفائه او مسمحلون 	,0
احكي مع الرئيس ولا ما بتسترجي بس شاطر تهاجم الرئيس سعد رفيق الحريري 	,0
احلا رواق 	,0
ست رواند…هذا دليل على أن الوزير جبران باسيل لا يُشكل الحكومة…	,0
كيف بتنزهوها من دون دليل؟ او خلص اذا الحليف اشتراها منغض النظر ؟   	,0
بس فعلياً صرت وليد المعلّم مؤخراً	,0
اعتبر وزير الخارجية اللبناني جبران باسيل، أن أمير قطر تميم بن حمد آل ثاني، كسر الحصار المفروض على قطر ، بالمشاركة في ا…	,0
سماحة السيد نحن بامرك بس جبران باسيل دمو تقيل	,0
لم يسرق المال العام يوماً مثل معلمكم وديعة روتشلد 	,0
اخخخخ يا استاذ نديم معظم الردود عم تحصر الموضوع بالبيان الذي صدر عن معين المرعبي بخصوص عدم وجود سياسة عامة للدو…	,0
عزيزي جبران باسيل بدك تعرف كتييير منيح انو مش شغلتنا نحفظ امن اسرائيل يلي ما منعترف ولن نعترف ب وجودها ابدا	,0
هل تتذكر بنك المدينه يا حرامي	,1
للأعلى يا رب والله يطول عمرك رئيسسنا 	,0
يا ترى من من النظام العربية التي ستساعد الدول المنكوبة على إستعادة عافيتها مو حكام العرب كلهم خونه 	,0
في اليوم عندما جلّس موقفه و اصبح يفكر كإنسان معظمهم قالو عنه انه من مدرسة كمال جنبلا… 	,0
الطرح الجديد من معالي الوزير جبران باسيل حكومه بكون فيها وزراء من اخوانا السنه وهيك بيعطوا الوزير السابع للقاء التشا…	,0
صدق انو الناس ماشية ومغمضة عينيها فعلا الفوائد سيدفعا الشعب والودائع سيصرفها القرطة نفسها يلي صرفت … 	,0
هل تعرف مامعنى أن تدفع دولة نص مليار دولار لدولة أخرى مترنحة إقتصادياً وكانت تستطيع أن تس… 	,0
مات كلب في المدينة فأسترحنا من عوواه خلف ألملعون جروا فاق في ألنبح أباه	,0
طبال بمرتبة طرطور عند ابن انيسه مخلوف 	,1
هاذا مستوا بعض لناس ما بيعرفو انو كل شريف ومحب مكروه من رعاة لقطعان و ملوك لفساد 	,0
لا والله الوطن بحاجه لا رحيل كل هالسياسيين والزعران والاقطاعيين ساعتها بيظبط 	,0
إنتا كول هوا وما خصك بسوريا انت خلص بالسترات با واطي	,1
جبران باسيل قال ان لبنان سيلعب دور رئيسا في اعادة الاعمار في الدول العربية عندما يخرج رأسه من زبالة بيروت يستطيع ان يتح…	,0
شو وقفت عا هيذي مش فهمانا 	,0
وكأنك تطلب حماية وليد بك يا جاهل حنجيبك 	,1
استقبل رئيس الحكومة المكلف سعد الحريري في بيت الوسط وزير الخارجية والمغتربين جبران باسيل	,0
قرعة متي و حبتين 	,0
ابو ريدا ،عيب عليك تقول دويله قطر ،وانت من دويله او قضاء لبنان 	,0
يا حرام يا مارك نزلو فيه	,0
انت حمار ولا بستحمر يا أستاذ زلوم	,1
كول هوا لك ياغبي	,1
شو بدا تنفع الماشطة مع الوج الكشن 	,0
هيدا قاهرقم 	,0
نحن لكا بالمرصاد الجبل قمه من النضال وانتا غريب عنا انت مرتزقه لايران الدروز احرار ان جهلت التاريخ يا عبد علي المملوك 	,1
على الجرح جبتلن هيي 	,0
إنه مجرم من أتبع شخ سعد وتلطخت يداه بالدم 	,1
ظاهر منك عم تشوف الى الشيخ سعد الله يحمي 	,0
يا كبير ماعم نشوفك عم تجيب سيرة السعودية والامارات 	,0
أنس أزرق عادي يعمل إنترفيو مع معراج أورال بس بينطعج لمّا حدا يكتب كم بوست فيسبوك متضامن مع ضرار خطاب	,0
شو هالحمار من وين جاي	,1
الله لا يوفقوا 	,0
احترم نفسك	,0
شو يا استاذ وئام ريح تضرب كف مابدك تبطل عادتك ضرب الوجه شو آخذك عسفارة قبل ما تروح… 	,0
يا رجل روح العب باصابع رجليك عسى ان تستلذ فيهم بدل ما كل يوم تعمل كأنك النبي كيكي روح اتطلع بلمراية ان…	,0
شو بدك بأسمي أحترمي حالك وأحترمي ديننا الشريف وتوقفي عن الكذب وقلب الحقائق والتغطيه على من نكث بد… 	,0
يستاهل 	,0
ومين بدو يكب فتن ويتشدق على التلفزيونات    	,0
ميل ياغزيل ويا غزيل ميل حكيم زمانك هههه يا وئام 	,0
هذا شيخ البلاط الجنبلاطي يسخّر ضميره ويكذب على ديننا ويقوم بالتغطيه على زنديق ناكث لديننا ، كفى قلب… 	,1
مش جبران باسيل فرض حاله يا اغلى من الغالي الرئيس هيك بدو وكانت ثقته بمحلها وبخصوص الر…	,0
انت شخص تافه لدرجة واطية جداً ، أنا بحطك علي مستوا صرصور  يا قطوش 	,1
وهلق شو هلق صار ضروري يسمع ويعرف جبران باسيل انوا التلت المعطل ما بيشوفوا غير بالاحلام	,0
وما زال الخرا ينهمر من ابو فلتر حتى استحت منه المراحيض العامة والمجارير	,1
سامع يابهيمة	,1
يقصف عمرك ما انتنك	,1
كوووول خرا يابن الكلب    	,1
يا فاشل انت وجريدتك إذا بصير حرب عالمية تالتة بتحطوا عنوان ضد الحريري لي عاملكن عقدة يا معقد بكفي تنزل تعمل جولة بل السوليدير وبعرف رح تكون مغتاظ من هل المدينة الجميلة لي عملا الشهيد الحريري ولي من أغتيالوا بسبب هل المدينة	,0
