text,toxic
تصرفاتي في الحياة ، يا اجي كلّي مندفعه يا اختفي تمامًا. الوسطيه اسمع عنها بس ماحصل لي شرف لقاءها حتى الآن,0
 والله رحمينا نشف ريقنا قد ما صرنا مبزقين عليكي,1
لطفي العبدلي جلطام ركيك شمس ولد عايلة محترم مخو نظيف برفوووووو شمس ولد الأصول كركش تنسحب,0
يضهورلي إنسانة ارقى تسمع اغاني تافهة سطحية اغانيها وشم يتكبر النساء بالف راجل,0
اما بالنسبة للعاصمة الادارية الجديدة فده كان مشروع هتعمله الامارات من فلوسها في اوائل حكم الرئيس، المهم بعد كده قالوا مش لاعبين. و النبي بقا حد يفهمني ازاي هنبني عاصمة ادارية جديدة هاتتكلف 45 مليار دولار و كل اللي في جيبنا حوالي 15 مليار دولا مش كلهم بتوعنا علشان في ودائع و في قروض بتسدد و فوائد بتندفع، و علي جنب كده مصر بتستورد كل حاجة، فمنين عاصمة ادارية؟! ,0
ما هو يا هي كوزة يا عملو الحساب دا كيزان عشان يورهم انك تبعهم و كلو تمام ,1
حمد لله مزال رجال تونس يحتجون دعم الملحدة يتهجمو,0
قال الفصعون بدو يفطر بالقدس لك يا عمو خلينا نفطر ب حلب بالاول بعدين نتحاكى,1
" : كوفيان با ""ظهور"" حسين(ع)<>و ما با ""غيبت"" تو <>امتحان شديم !<>براستي كداميك سخت تر است؟!<>ظهور يا غيبت ؟<>العجل يا مولا<>#…",0
ومن اللي رجع سفارته في دمشق ؟ اغبياء انتو؟؟؟,0
هذا ردي له نعم انا سعودي وكلي فخر راسي فوق أنتم ما قهركم وداعس على روس…,1
الطريق الجالس اقصر طريق، بس اتعب واثقل طريق,0
شوي جبران باسيل ما عندو خلاف ايديلوجي مع اسرائيل وشوي أمنها هو حق,0
@User.IDX #الجزيرة_منبر_الكذب والنفاق والشقاق بين الشعوب العربية. فاحذروهم فانهم تتار جدد وحلفاء مجوس ايران ,1
داخلة بالمعرفة اللقيطة القصوري الماخور التونسي,0
انا اتمنى سليمان فرنجية لكن شعوري بان جبران باسيل سيكون الرئيس القادم,0
مو طبيعي يا جماعة عنجد كمية الجهل و التخلف و القذارة باعلامنا ..... في اشيا لولا السليط ما بشوفا ..... عم يبوس نعالو للسمو هههههههه🤣🤣 ولووووو ,1
 : اصعد يا صوت الشعب اصعد يا حبيب الشعب #اسقاط_القروض_لليوم_131,0
هههههه التريكوووو تاعك العبدلي شمس الدين هههه حق يقولها,0
   يا بلا أخلاق العونيين دافعوا عنّا الإعتداء من شخص واحد بس انت بلا ضمير بتعممي ��,1
" بتستحقّي جايزة أفضل رواية لشهر تشرين.
صباح الخير من كندا وتفو بنص وجّك يا عاهرة الإعلام.",1
صار ضروري يطلع قرار يمنع فيه ذكر اسم جبران باسيل من قبل خفاف العقل والذهن المريض لانه يسبب هلوسات…,1
يا عيال الستكر الى كاتبينه عشان السكوترات وش معناه ,0
معلبليش عجبها روحها برطو لعيب لمرا,0
مستغرب شعب يسمع تفاهة شانو لى الدرجة الشعب تافه قالت شانو نبكي تونس زكمونة سامي الفهري نقطة استفهام تونس الايام,0
Ahmed El Qadi اعمل زي هيك يا ابو نيمار اتجوز وجيب نيمار الجديد وكيف ةكيفنا 🤣😂😂😂 ,0
سؤال شكل إجابة يحشي روقارة القحبة قليلة الحياء المريضة ينعلبوكم بو زكأمكم بالله يعرفها تسكن يقلي خليني نيكهالها كلبتها ونبعثلها فيديو نايكها مشوى,1
قدمت للفن تونسي والعالمي القحب العهر والانحطاط الخلقي ارخس عبدة الكون خامجة حقيرة,1
 😂😂😂😂 جدع يا اسكندرانى يا امير البحر 👏,0
عهد معجبة بأبو زميرة و اماني مغرمة بأبو مخطة بشار الاسد,1
ابداع .. من وين بتحيبوو الافكار؟!😕 ,0
" يا هبلة في فرق بين احتفال او نشاط للحزب وبين خطاب موجه لكل اللبنانيين .
الحمار بضل حمار حتى لو اسمو ديما كاذب
#بتشتغل_يا_أحمد",1
 : لما مرتضي منصور يبقي ضدك <>وترك الشوال ضدك <>والحاقدين وعبيد الكفيل ضدك <>ده انت حراق اوي يا راجل <>ده سبايسي يا راجل <>معا…,1
 : يا زول يا رائع ومهموم<>يا مضيع ضي عينيك وراك<>واقف حاحاي النوم<>يا مستف رئة الدنيا شهيق<>ومشحتف روح الخرطوم<>#اعتصام_القياده_ا…,0
 #ديما_الراطية ��لا شكر على واجب #ديما_الصرماية ��,1
 نزلت امبارح وشكلي مش هروح تاني اه يا ضلوعك يا رضا بموت 😭,0
@User.IDX @User.IDX سبب خلاف الترابى مع مجموعة البشير جعل الشعب ينتظر عشرين سنة حتى يعرف لان الترابى ارادها شورى وديمقراطية وهم ارادوها دكتاتورية الله يرحمك ,0
يا نادي الوطنيه يا مجد البلد ديه ,0
نشرب العصييييييييييير ليشرب كيفي يدير جام,0
السلام الاسلام بدل كلمة خييير السلام,0
 11: 3  أهم شي هل شرشوحة ,1
 قاتل الله العونسريه يا بدوي يا عونسري كيف تأخذ اداره الاتحاد ؟😂🤣,0
يابشير الغلطة متاعك تحكي انسان ربي يبارك ماتهبطش المستوى وتحكي جزائري,0
@User.IDX لعنة الله عليه والملائكة والناس أجمعين ,1
طيري يا طياره طيري يا ورق وخيطان.. بدي ارجع بنت صغيره ع سطح الجيران... وينساني الزمان ع سطح الجيران.,0
 العالم كلها بدها يا يا كلبة وبدو يضل قاعد على قلبك �,1
لك يقطع عمرن اسم على مسمى,1
أية حرية ياكفار تونس بسببكم العالم تونس مشكوك إسلامه,1
احسنت حصاره بالزاوية كفأر جربان عذراً من الفأر,1
 وه يا دلبي يا ناس ماشاء الله💛,0
بريطانيا ومعها توجهات مرتبة بأوروبا متحمضة من روسيا من بعد قصة سكريبال ترامب انسحب من الاتفاق النووي ومتحمض لإيران وممكن يلاقي دعم لأي عملية أو مقاطعة ضدها بعد ما حل مشكلة كوريا فعلياً محور المقاومة بالرغم من انتصاراته العسكرية وضعه السياس,0
تدعو عالتوانسة حرام اخي شعب مسلم رافصين هالقوانين الكفرية بتاع العملاء الطماعين المنبطحين للغرب ربنا ينتقم عمل المسيرات يمر الكفر انصحك تتهم الناس بالباطل,0
 وانت مين يا حمساوي يا ابو أصل واطي عشان تأيد ولا ترفض,1
@User.IDX @User.IDX 😂😂😂الوذين روح دافع عن اهلك من الإراني والتركي الي مغتصبينكم في بلدكم ولا ماعندكم لادم ولا شرف بعدين تكلم عن سعودية في السعودية ياحمار ياذليل 😂 ,1
 منعرف انك معاقة و هلق تاكدنا انك طرشا,1
البدو يقلي مو طائفية خريان عليه ,1
لا تلومونه وتنتقدوه فأنتم تركتم الساحة خالية له ولأسياده,0
 يا راجل يا اهبل <>الازهر الشريف فين من تصريحاتك المميته دى <>الدوله فين منك يا بغيض الوجه<>عليك من الله ما تستحق يا نكره,1
 انت مكعب غباء حاقد. لو شو ما حكي السيد ما بدك تفهمي عليه هاي جماهير حاقنة وساكتة صرلها زمان من الشتائم… ://./855,1
يبدو ردك أنك قذر ونتن أجيبك مرة أخرى,1
زعلان على اسيادك ياوسخة يا لاعق الاحذية,1
" ما اذكاكي!!!!!!! اووووووف بتعرفي بالمونتاج!!!! واااااو شو خل الثقافي!!!!!! مش شعر بدنا!!!.
طيب خلص يلا رجعي على الخسة.",1
  و انتي شو زاعجك يا فتنة يا طاءفية ؟ انا حابب اعرف شو طاءفتك ؟ فيكي تقوليلي ما هي طاءفتكي ؟,1
